ID,tweet,sentiment4,product_review_3
7649,@mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link},No emotion toward brand or product,Not Product Review
1426,Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,No emotion toward brand or product,Not Product Review
6473,RT @mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,No emotion toward brand or product,Not Product Review
4246,"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",No emotion toward brand or product,Not Product Review
4247,"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",No emotion toward brand or product,Not Product Review
4128,SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,No emotion toward brand or product,Not Product Review
4692,@mention No iPhone? No worries. Drop into one of our venues and talk to a concierge. We'll take care of you! #SXSW #SXSWi,No emotion toward brand or product,Not Product Review
1751,@mention #webmobile talking about #mVideo. Talked about iPhone and Android video but what about the other 85% of phones? #SXSW,No emotion toward brand or product,Not Product Review
5835,RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw,Positive emotion,Product Review
969,I can haz one? ���@mention Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW�۝,No emotion toward brand or product,Not Product Review
2830,Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,Positive emotion,Not Product Review
6707,"RT @mention Team heading to Big Boi show, thanks to @mention crew.  RT and find the owl for free tattoo {link} #sxsw",No emotion toward brand or product,Not Product Review
6708,"RT @mention Team heading to Big Boi show, thanks to @mention crew. RT and find the owl for free tattoo {link} #sxsw",No emotion toward brand or product,Not Product Review
3732,"Team heading to Big Boi show, thanks to @mention crew.  RT and find the owl for free tattoo {link} #sxsw",No emotion toward brand or product,Not Product Review
336,overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour,Negative emotion,Product Review
8388,"So, #twitter for iPhone: anyway to remove/burn hashtags? Eg #sxsw? V v bored already, already",Negative emotion,Product Review
3714,Volunteering for #sxsw has been a lot more boring than expected. My thumbs are already getting tired from such extreme #iPhone usage,Negative emotion,Not Product Review
4862,Google 'to launch social network in May' - Independent.ie {link} #sxsw,No emotion toward brand or product,Not Product Review
6456,RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,No emotion toward brand or product,Not Product Review
6599,RT @mention RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,No emotion toward brand or product,Not Product Review
8476,@mention thought you may be interested in this #sxsw session &quot;Your Mom Has an iPad: Designing for Boomers&quot;,No emotion toward brand or product,Not Product Review
2117,iPhone crashed in front of #sxsw Apple pop-up. #bestworstthingever,Negative emotion,Product Review
3606,"Ceder Rapids Andy, ping me, I want to interview you in the livestream #suasxsw #sxsw, Am in front row w iphone, flip and Mac in my hand :)",No emotion toward brand or product,Not Product Review
3626,I wonder if the front camera to back camera use ratio will be very different btwn the iPad and iPhone #SXSW,No emotion toward brand or product,Not Product Review
7511,@mention Question of the day: Is &quot;Google Circles&quot; the newest social network on the horizon? #SXSW,No emotion toward brand or product,Not Product Review
3444,Today's the day - join the Mobile Social ride at #SXSW {link} Need the app for the ride? {link},No emotion toward brand or product,Not Product Review
1136,Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention {link} #sxsw,No emotion toward brand or product,Not Product Review
1137,Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention &amp; @mention {link} #sxsw,No emotion toward brand or product,Not Product Review
6453,RT @mention Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention {link} #sxsw,No emotion toward brand or product,Not Product Review
4737,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",No emotion toward brand or product,Not Product Review
5200,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",No emotion toward brand or product,Not Product Review
8145,DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,No emotion toward brand or product,Not Product Review
5657,RT @mention DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,No emotion toward brand or product,Not Product Review
7556,"&quot;O frabjous day ! Callooh ! Callay !��_[Baaah!?]&quot;���Lewis
 Carroll ��� crowd swarms for iPad 2 launch {link} via @mention #SXSW",No emotion toward brand or product,Not Product Review
1126,"Just read that #apple will be at #SXSW selling iPad 2 on release day. Good lord, the vortex of smugness that day may be unbearable.",Negative emotion,Not Product Review
6217,"RT @mention Just read that #apple will be at #SXSW selling iPad 2 on release day. Good lord, the vortex of smugness that day may be unbearable.",Negative emotion,Not Product Review
2301,"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",Negative emotion,Not Product Review
10,Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear,Positive emotion,Not Product Review
2560,Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear,Positive emotion,Not Product Review
1661,At #SXSW &amp; looking to sell your iPad 1?,No emotion toward brand or product,Not Product Review
3638,"@mention If you're looking for a space to network and mingle at #sxsw, why don't you stop by Arthaus! Check it out: {link}",No emotion toward brand or product,Not Product Review
3639,"@mention If you're looking for a space to set up meetings at #sxsw, why don't you stop by Arthaus! Check it out: {link}",No emotion toward brand or product,Not Product Review
7093,Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook.,No emotion toward brand or product,Not Product Review
7092,Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook while visiting Austin,No emotion toward brand or product,Not Product Review
1133,Attending the @mention party at #SXSW with some very interested people!!!! #wiiings,Positive emotion,Not Product Review
9078,@mention your PR guy just convinced me to switch back to iPhone. Great #sxsw coverage. #princess,Positive emotion,Not Product Review
2457,Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,No emotion toward brand or product,Not Product Review
2436,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood,Negative emotion,Product Review
1502,Signs you're on a plane to #sxsw ? Two iPhone users have Arcade Fire rings. #letsdothis,No emotion toward brand or product,Not Product Review
1953,@mention also if your at #sxsw and have an iphone you can use the @mention site to check in.,No emotion toward brand or product,Not Product Review
435,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",No emotion toward brand or product,Not Product Review
1578,@mention @mention check this: {link} #SXSW #google,No emotion toward brand or product,Not Product Review
5101,RT @mention @mention @mention check this: {link} #SXSW #google,No emotion toward brand or product,Not Product Review
1031,Check out Q&amp;A With Google &amp; Bing On Website Ranking at SXSW. #SXSW #qagb #sxsma,No emotion toward brand or product,Not Product Review
7241,"Checking out Q&amp;A W/ Google, Bing On Website Ranking at #SXSW.
{link} #qagb",No emotion toward brand or product,Not Product Review
7242,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb,No emotion toward brand or product,Not Product Review
9051,@mention you can check out {link} for other #SXSW iPad apps too.,No emotion toward brand or product,Not Product Review
1350,"Check out Your Mom Has an iPad: Designing for Boomers at SXSW.
{link} #SXSW",No emotion toward brand or product,Not Product Review
1193,"Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",No emotion toward brand or product,Not Product Review
5615,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",No emotion toward brand or product,Not Product Review
4005,Just checked into the #SXSW trade show. @mention is right across from Google!,No emotion toward brand or product,Not Product Review
523,There's a free 22-song sampler available for download on iTunes of artists playing at #SXSW - check it out here {link} #music,No emotion toward brand or product,Not Product Review
1795,Get over 20 free tracks from the @mention Music Sampler! @mention has a track on there! Check it out @mention {link} #SXSW,No emotion toward brand or product,Not Product Review
362,Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,No emotion toward brand or product,Not Product Review
1134,Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,No emotion toward brand or product,Not Product Review
5609,RT @mention Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,No emotion toward brand or product,Not Product Review
4404,"So between @mention @mention google places, and @mention which one do I check in to? I need a check-in aggregator! #SXSW #sxswedu",No emotion toward brand or product,Not Product Review
9070,@mention You're not sure how many you ate? That IS a #drunkwalrus. Check out &quot;Gourdoughs&quot; when you're at #sxsw (Google 'em),No emotion toward brand or product,Not Product Review
377,"HootSuite blog ��� Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}",No emotion toward brand or product,Not Product Review
378,"HootSuite blog ��� Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",No emotion toward brand or product,Not Product Review
1571,just met @mention at Q&amp;A with bing and google panel...interesting to hear about what NASDAQ is doing in social media #sxsw,No emotion toward brand or product,Not Product Review
7664,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,Negative emotion,Product Review
4471,Those aren't apples! RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,No emotion toward brand or product,Not Product Review
6444,RT @mention Perfect #SXSW iPhone app home screen organization: {link} (I like it),Positive emotion,Product Review
6962,RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,No emotion toward brand or product,Not Product Review
2004,Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,No emotion toward brand or product,Not Product Review
4612,Child using ipad for first time. {link} #UXDes #SXSW,No emotion toward brand or product,Not Product Review
692,"First up: iPad Design Headaches (2 Tablets, Call in the Morning). #SXSW #tapworthy",No emotion toward brand or product,Not Product Review
8438,Just saw the iPad 2 up close or the first time at #sxsw.  It's shiny.,Positive emotion,Product Review
1204,I spotted three iPad 2's in just the first 10 minutes here. Lots of iPad 1s. You'd think you were at MacWorld. #SXSW,No emotion toward brand or product,Not Product Review
1284,Apple pop up store... line is ridic. #sxsw  {link},No emotion toward brand or product,Not Product Review
5464,RT @mention Apple set to open popup shop in core of #SXSW action {link} (iPad2 on the ground.),No emotion toward brand or product,Not Product Review
158,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,No emotion toward brand or product,Not Product Review
2265,@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,Positive emotion,Not Product Review
3229,Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Positive emotion,Not Product Review
5565,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Positive emotion,Not Product Review
5566,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,Positive emotion,Not Product Review
5568,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,Positive emotion,Not Product Review
6516,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad,Positive emotion,Not Product Review
6517,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Positive emotion,Not Product Review
6518,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,Positive emotion,Not Product Review
6519,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,Positive emotion,Not Product Review
368,���@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,Positive emotion,Not Product Review
7247,Checking out the pop up Apple Store at #SXSW,No emotion toward brand or product,Not Product Review
8442,Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link},No emotion toward brand or product,Not Product Review
5003,"RT The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  http... {link}",Positive emotion,Product Review
8088,"The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  {link}",Positive emotion,Product Review
371,"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",No emotion toward brand or product,Not Product Review
5781,"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",Positive emotion,Not Product Review
6533,"RT @mention RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",Positive emotion,Not Product Review
8790,"We are giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",Positive emotion,Not Product Review
2977,#sxsw: @mention What if Google asks you &quot;why do you want to know that&quot;?,No emotion toward brand or product,Not Product Review
2143,Google heat map for global searches. #SXSW #Hotpot {link},No emotion toward brand or product,Not Product Review
7489,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,No emotion toward brand or product,Not Product Review
7493,Google Maps Street View car sighting!!! #SXSW   {link},No emotion toward brand or product,Not Product Review
7494,Google Maps Street View car sighting!!! #SXSW  {link},No emotion toward brand or product,Not Product Review
1380,"At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",No emotion toward brand or product,Not Product Review
5523,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",No emotion toward brand or product,Not Product Review
6785,"RT @mention This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",No emotion toward brand or product,Not Product Review
1403,"This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",No emotion toward brand or product,Not Product Review
334,"���@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW�۝",No emotion toward brand or product,Not Product Review
1776,Google's 1986 themed party at #sxsw  @mention Maggie Mae's {link},No emotion toward brand or product,Not Product Review
2073,#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,No emotion toward brand or product,Not Product Review
3921,Hanging with @mention for last night of #SXSW at @mention party. #blast,No emotion toward brand or product,Not Product Review
7751,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},No emotion toward brand or product,Not Product Review
4341,Hmm. RT @mention We interrupt your regularly scheduled  #sxsw geek programming with big news {link} #google #circles,No emotion toward brand or product,Not Product Review
6621,RT @mention RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,No emotion toward brand or product,Not Product Review
832,I was too lazy to google it. #SXSW,No emotion toward brand or product,Not Product Review
5400,RT @mention Any iPAD2's left at the Apple store at #SXSW? Anyone know? :),No emotion toward brand or product,Not Product Review
2289,"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",No emotion toward brand or product,Not Product Review
8166,Lifters at {link} Google's League of Extraordinary H4ckers @mention #sxsw,No emotion toward brand or product,Not Product Review
8396,Now more than 200 lined up for #SXSW Apple pop up store,No emotion toward brand or product,Not Product Review
6392,RT @mention Now more than 200 lined up for #SXSW Apple pop up store,No emotion toward brand or product,Not Product Review
8090,the longest line at #sxsw is at the apple pop up store. {link},No emotion toward brand or product,Not Product Review
6957,"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",No emotion toward brand or product,Not Product Review
3798,"RT: @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",No emotion toward brand or product,Not Product Review
7757,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},No emotion toward brand or product,Not Product Review
8167,\(嫉�_`)/ RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,No emotion toward brand or product,Not Product Review
8044,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} @mention,No emotion toward brand or product,Not Product Review
6352,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable ... {link},No emotion toward brand or product,Not Product Review
8266,20 Percent of Google Searches are for local information. #SXSW,No emotion toward brand or product,Not Product Review
5351,RT @mention 20 Percent of Google Searches are for local information. #SXSW,No emotion toward brand or product,Not Product Review
8674,Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,No emotion toward brand or product,Not Product Review
4780,#sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  {link},No emotion toward brand or product,Not Product Review
5261,RT @mention #sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  {link},No emotion toward brand or product,Not Product Review
8468,The only thing I got from this smarmcake #sxsw writeup was that #Google has #ontologists. {link} #ontologyshoutoutwut,No emotion toward brand or product,Not Product Review
3670,"Just In Time For SXSW, Foursquare Ups The Game And Adds Recommendations {link} #FriendsOffer #iPhone #SXSW #TheGame",No emotion toward brand or product,Not Product Review
8330,so true RT@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,No emotion toward brand or product,Not Product Review
2825,Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},No emotion toward brand or product,Not Product Review
6426,RT @mention Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},No emotion toward brand or product,Not Product Review
6833,RT @mention Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},No emotion toward brand or product,Not Product Review
7464,Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},No emotion toward brand or product,Not Product Review
8756,Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw,No emotion toward brand or product,Not Product Review
3643,And the biggest line at #sxsw?  To buy an iPad 2.  Every other compan has an open bar.,No emotion toward brand or product,Not Product Review
2701,Buy online or wait in line? RT@mention Apple Sets Up Temporary Store for #SXSW {link},No emotion toward brand or product,Not Product Review
2404,"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",Positive emotion,Product Review
5120,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",Positive emotion,Product Review
8422,Watching the 3D rendering that the #google team put together is awe inspiring. Its like we're the Jetsons. #MarissaGoogle #sxsw,No emotion toward brand or product,Not Product Review
3912,@mention It's actually true! Apple is opening up a temporary store in downtown Austin for #SXSW &amp;iPad2 launch {link},No emotion toward brand or product,Not Product Review
1454,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,No emotion toward brand or product,Not Product Review
7782,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",No emotion toward brand or product,Not Product Review
7784,So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,No emotion toward brand or product,Not Product Review
170,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,No emotion toward brand or product,Not Product Review
5528,RT @mention Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,No emotion toward brand or product,Not Product Review
1496,i think i'm getting ready to order an iPad 2 with the $$ i would have had to spend to attend #SXSW,No emotion toward brand or product,Not Product Review
3482,What's behind #Android's race to No. 1? {link} #smartphones #technology #mobile #sxsw #sxswi,No emotion toward brand or product,Not Product Review
4518,Global #Android Activations Mapped and Animated {link} #smartphones #technology #wireless #mobile #tech #sxsw #sxswi #eidt,No emotion toward brand or product,Not Product Review
8021,"Chris Messina from Google thinks a scope search is the key to web
Identity management. #SXSW",No emotion toward brand or product,Not Product Review
4212,"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",No emotion toward brand or product,Not Product Review
110,"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",No emotion toward brand or product,Not Product Review
7187,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,No emotion toward brand or product,Not Product Review
111,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,No emotion toward brand or product,Not Product Review
112,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,No emotion toward brand or product,Not Product Review
6228,RT @mention Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,No emotion toward brand or product,Not Product Review
7539,Hipster or hobo? Only way to tell is the iPhone. #sxsw,No emotion toward brand or product,Not Product Review
6018,RT @mention Hipster or hobo? Only way to tell is the iPhone. #sxsw,No emotion toward brand or product,Not Product Review
8984,The Motley Fool: Google Prepares for Its Fight With Facebook | Circles may not have appeared at #SXSW but on its way {link},No emotion toward brand or product,Not Product Review
1046,"���@mention RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} #sxsw�۝ Reported on Buzz?",No emotion toward brand or product,Not Product Review
101,"New buzz? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw&quot;",No emotion toward brand or product,Not Product Review
9090,"Wave, buzz... RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles",No emotion toward brand or product,Not Product Review
2516,giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,No emotion toward brand or product,Not Product Review
5780,RT @mention giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,No emotion toward brand or product,Not Product Review
4574,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,No emotion toward brand or product,Not Product Review
5936,RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,No emotion toward brand or product,Not Product Review
5937,RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW,No emotion toward brand or product,Not Product Review
2790,#google real time location data as a layer on google earth gives breathtaking visual data #SxSW,Positive emotion,Not Product Review
3942,need to give my iPhone &amp; liver a rest. #SXSW,No emotion toward brand or product,Not Product Review
9084,"Google says the future is all around you! (ie, location and such): {link} #SXSW #CNN",No emotion toward brand or product,Not Product Review
8565,The line to the #apple #ipad2 popup store on 6th &amp; Congress warps around to 5th st. #SXSW  {link},No emotion toward brand or product,Not Product Review
2095,The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,No emotion toward brand or product,Not Product Review
7016,"So the phones around me are Blackberry, iphone and android a distant third. #sxsw",No emotion toward brand or product,Not Product Review
8951,"Before #sxsw even starts, Apple has captured the attention of the whole show. They win again.  Must have been taking lessons from Sheen. #fb",Positive emotion,Not Product Review
6949,RT @mention Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,No emotion toward brand or product,Not Product Review
1875,Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,No emotion toward brand or product,Not Product Review
1882,Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,No emotion toward brand or product,Not Product Review
498,"Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}",No emotion toward brand or product,Not Product Review
5770,"RT @mention Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}",No emotion toward brand or product,Not Product Review
901,"Hey #SXSW movers and shakers, @mention is publishing a &quot;Poke the Box&quot; eBook next week. Get involved: {link}",No emotion toward brand or product,Not Product Review
6002,"RT @mention Hey #SXSW movers and shakers, @mention is publishing a &quot;Poke the Box&quot; eBook next week. Get involved: {link}",No emotion toward brand or product,Not Product Review
3018,"#SXSW movers &amp; shakers, @mention is publishing a &quot;Poke the Box&quot; eBook. Get involved: {link} (RT @mention #in",No emotion toward brand or product,Not Product Review
4814,Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,No emotion toward brand or product,Not Product Review
8485,"One more time, with feeling: Android Developer Meetup Saturday at #sxsw! 12:30pm Sat, Hilton 615AB. All welcome! RT, if you might.",No emotion toward brand or product,Not Product Review
6414,"RT @mention One more time, with feeling: Android Developer Meetup Saturday at #sxsw! 12:30pm Sat, Hilton 615AB. All welcome! RT, if you might.",No emotion toward brand or product,Not Product Review
2562,"@mention Download the @mention for iPhone to reserve your space to #meet, #mingle or #escape during #sxsw! Go to:sxsw.myturnstone.com",No emotion toward brand or product,Not Product Review
1481,Well done. See you tonight RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},Positive emotion,Not Product Review
637,"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",Positive emotion,Not Product Review
2732,Yay!  Love the iPad 2!  Perfectly portable for all of the travel we've been doing!  Thanks #sxsw pop-up store!,Positive emotion,Product Review
8873,@mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,No emotion toward brand or product,Not Product Review
5155,RT @mention @mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,No emotion toward brand or product,Not Product Review
239,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,No emotion toward brand or product,Not Product Review
2035,#android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},No emotion toward brand or product,Not Product Review
5203,RT @mention #android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},No emotion toward brand or product,Not Product Review
2937,Wew RT @mention #android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},No emotion toward brand or product,Not Product Review
5652,RT @mention D/L @mention come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us #FightThePaddle! {link} #SXSW,No emotion toward brand or product,Not Product Review
3329,All your Google belong to us? #sxsw {link},No emotion toward brand or product,Not Product Review
7171,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link},Negative emotion,Not Product Review
417,At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link},No emotion toward brand or product,Not Product Review
7895,"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",Positive emotion,Not Product Review
7530,Our sister co. @mention new #iPad app reviewed @mention {link} Are curated playlists the future of #music pubs? #sxsw,No emotion toward brand or product,Not Product Review
4885,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Positive emotion,Product Review
